mid,mname,comments_num,per_capita_con,taste,environment,service,phone,address,details
420, 张太婆老妈蹄花·川菜馆(太古里总店) ,9221,65,8.2,7.9,8.1, 028-85960656 13281869610 , 耿家巷46号 ,https://www.dianping.com/shop/l5Nqoumv6HO8yYUq
421, 五里关火锅(小关庙店) ,17449,103,9,8.5,9,19130879416, 小关庙街45号附12号 ,https://www.dianping.com/shop/H3vmvUBAEtICQ7Ug
422, 宽来火锅(南站公园店) ,3122,139,8,8.6,8.2,19130813202, 成汉北路100号（南站公园内） ,https://www.dianping.com/shop/l5RVIiGZqMOCesBM
423, 赞酱川式烤肉(蜀都万达直营店) ,13256,77,8.3,8.3,8.4, 028-80194391 , 檬柏西路91号 ,https://www.dianping.com/shop/H8KSxUIO9sqPXAvA
424, 爱妻牛排火锅(川音店) ,5156,114,8.5,8,8.3,18108220423, 十二南街1号博济苑内 ,https://www.dianping.com/shop/jKk4rCtPlHdgmwu8
425, 味之绝美蛙鱼火锅(太古里店) ,6586,76,8.6,8.4,8.6, 028-86666145 19180866073 , 东大街下东大街段36号郁金香花园广场味之绝1楼136号 ,https://www.dianping.com/shop/k3aNnJBLXNQW0IO1
426, 蜀镇老火锅(双楠直营店) ,4097,96,9,8.8,9, 028-85373151 , 武侯大道双楠段209号附5号（蜀镇印象酒店旁） ,https://www.dianping.com/shop/i7ikwWIlFBEo4RXF
427, 盘飧市(春熙路店) ,8982,78,8,8,7.9, 028-86750609 , 华兴街62-63号（近王府井） ,https://www.dianping.com/shop/kaz2zzYgg58NsB2N
428, 一善·菌飧云南菌子火锅(银泰城店) ,2319,71,9.1,8.9,9.1, 13541052687 028-68386656 , 益州大道1999号银泰城5L-5035（近8号电梯） ,https://www.dianping.com/shop/k7dbslgdHeAFYLae
429, 渣女老火锅(总店) ,2750,101,8.1,7.8,8, 15982080116 15881134293 , 海椒市街60号附40号（人和苑东南门南10米） ,https://www.dianping.com/shop/H65g3GAdutkWWNhx
430, 会飞的鸡Flyingchicken(成华店) ,1671,49,8.2,7.9,8,13408429048, 建设路优客奥莱B1层4A室 ,https://www.dianping.com/shop/H3z5K7QHn10tV1Fj
431, 多恩餐厅 Dawn Bistro ,3096,95,8.3,8.5,8.5, 028-86761770 19180626676 , 东安南路29号 ,https://www.dianping.com/shop/l3X0ryhjfttAPUln
432, 柴门鱼鲜馆(航空路店) ,1154,380,8.9,9,8.9, 028-85231222 85235522 , 航空路6号丰德国际广场1层(新希望路口) ,https://www.dianping.com/shop/k9mtjTaQBTP9sCkZ
433, 火焰山西昌火盆烧烤(双流总店) ,1597,73,8,7.7,7.8,19115927689, 珠江路600号3栋附145 ,https://www.dianping.com/shop/k1moc41sIqgGaq0N
434, 锦城印象火锅(高新天府三街店) ,3077,134,9,9.1,9, 028-88615858 028-88615757 , 桂溪街道高新区天府三街286号(南堂馆一楼) ,https://www.dianping.com/shop/G1YJHOUAs5B5oTYx
435, 李氏豆花庄(青城山店) ,2911,69,7.9,7.7,7.9,15828137234, 香楠路10号 ,https://www.dianping.com/shop/k3Po1VXGvfNKnuBO
436, 良木缘咖啡西餐(高新九方店) ,2233,92,8.6,9,8.8,18190908218, 天府大道北段88号九方购物中心6号门1楼L111号商铺 ,https://www.dianping.com/shop/H1DCj1gCXKp4IFS6
437, 甦杏鸡毛店(天府长城店) ,3581,60,8.9,8.6,8.6,18382264458, 天长路107号 ,https://www.dianping.com/shop/l5iL3gxgHKwxUnfl
438, 花水湾红太阳牛肉汤锅(温泉正街店) ,3227,49,7.7,7.6,7.7, 028-88390595 13688076038 , 温泉正街34-36号 ,https://www.dianping.com/shop/H1mjmWo6NmLnZtYV
439, 派立方聚会馆PARTY CUBE(高新招商花园城店) ,966,289,8.3,9,8.7,16602859244, 天韵路成都招商花园城1栋5楼14号、34号商铺 ,https://www.dianping.com/shop/H9lTZan2kVcf7LON
440, 麓山安珀酒店-麓咖啡西餐厅 ,409,199,8.1,8.4,8.2, 028-85761122 , 麓山大道二段18号麓山小镇云山路1号 ,https://www.dianping.com/shop/j7VBVfv82ZUClkM7
441, 青三椒怪味鱼(高升桥店) ,2633,64,8.3,7.9,8.4, 028-85429839 17711523402 , 高升桥东路30号6栋附3号（5号线科园A3口30米） ,https://www.dianping.com/shop/kajN2z2w2bzo0VGZ
442, 奈雪的茶(国金IFS PRO店) ,5952,24,7.9,8.1,8,13925241404, 红星路三段1号IFS国际金融中心负一楼109a（地铁D出口处） ,https://www.dianping.com/shop/l68QS1HZ79BM7inJ
443, 蜀九香火锅(百花iHome店) ,5895,115,8.2,8.1,8, 028-87016811 15008225507 , 草堂街道一环路西一段160号(百花潭公园对面) ,https://www.dianping.com/shop/l8a1A5xsI9WK9BTN
444, 聚悉地餐馆素食自助餐 ,3055,24,7.8,7.9,7.8, 028-64100600 18280189527 , 华府大道一段益州国际广场三楼1-3号 ,https://www.dianping.com/shop/HaxJUFyYEHO9MWMu
445, 永盈福喜·广州味道(春熙店) ,1851,70,8.1,8.2,8.2, 028-85533220 , 联升巷66号汇熙广场4楼（匠铸楼上） ,https://www.dianping.com/shop/l9Zir5n65kz0PJhU
446, 首泊.SoBomb Restaurant&Bar(花牌坊店) ,1901,123,8.3,8.6,8.4, 028-67569567 , 花牌坊街40号无里创意园A栋一楼 ,https://www.dianping.com/shop/G2y3QELt1EvbrVFi
447, 泰合素食(双流店) ,1057,21,7.7,7.7,7.6,15108258555, 东升镇棠湖西路一段26号 ,https://www.dianping.com/shop/G1fZECupbLzHUaRr
448, 巴蜀大将火锅(武侯祠店) ,10568,97,8.3,8.7,8.4, 028-61100066 , 浆洗街通祠路28号 ,https://www.dianping.com/shop/k7Aye6X50hCwLOmA
449, Let's WaKao瓦烤(华宇广场店) ,2559,74,8.3,8.3,8.3, 028-86625113 18581533424 , 上沙河铺街华宇广场商业区3楼15号（麦德龙会员店楼上） ,https://www.dianping.com/shop/k4cu0WmMVO3UOTTf
450, 川渝味腊排铜锅家常菜(街子古镇店) ,4554,54,8.9,8.7,9, 18048573798 13331104768 , 朝阳路212号 ,https://www.dianping.com/shop/k3vgf5DZ0BqdKSVQ
451, 重庆矮板凳老火锅(航空港店) ,19223,85,8.3,8.2,8.2,13540111108, 临港路四段蓝光·空港国际城一楼122号 ,https://www.dianping.com/shop/H7xx2LZhe0iEPgcX
452, 壹小馆.皇城老妈(成都太古里店) ,4771,153,8,8.2,7.9, 028-69001986 , 东顺城南街成都太古里东里2层2331 ,https://www.dianping.com/shop/E9NgSuZ7X5ENjXdX
453, 回水镇江湖川菜(太古里店) ,9677,73,9,8.9,8.9, 028-61691118 , 武成大街7号-9号 ,https://www.dianping.com/shop/H982xSeLGpBbErF6
454, 醉月城西昌火盆烧烤(四川总店) ,1476,69,8.1,7.8,7.9, 15828314987 15196661668 , 燕兴路燕塘小区B区北 ,https://www.dianping.com/shop/k4zyf9SIy3xyXhXl
455, 去茶山(太古里手艺店) ,2950,27,7.9,8.1,7.9, 028-83530237 , 中纱帽街8号成都远洋太古里西里2层2107 ,https://www.dianping.com/shop/G5w4A7pEPwCHJPKt
456, 大龙燚火锅(玉林总店) ,7342,98,8.4,8.3,8.4, 028-85226200 , 二环路南三段9号附3号（玉林生活广场旁） ,https://www.dianping.com/shop/l3CbyjLkryD8CHVr
457, 我的四季意大利餐厅(春天百货店) ,631,129,8.1,8.2,8.6,18980475021, 二环路西二段光华村街仁和春天百货c座2楼（好利来转角） ,https://www.dianping.com/shop/G58SAAdEsvtdjmyN
458, COMMUNE幻师(城南优品道店) ,2956,78,8.3,8.4,8.2, 028-64555917 , 航港路城南优品道广场2栋一层S102B、S103A ,https://www.dianping.com/shop/H7DEXpDRXUdu1PC7
459, 钢管厂歆瑞源油卤串串香(春熙路太古里店) ,6390,65,7.9,7.8,7.7, 028-85922269 , 三圣街33号附5号 ,https://www.dianping.com/shop/H19jxib2d0lw8K7e
460, 蓉记香辣蟹爬爬虾(宽窄巷子店) ,12404,119,8.5,8.3,8.2, 028-87787699 , 西安南路146号附8号 ,https://www.dianping.com/shop/H6pdzFEBoppORP96
461, 小微家·小吃串串集合店 ,6211,55,8.2,8.2,8.2,13982067544, 金带路17号 ,https://www.dianping.com/shop/l8yGYKJXZLrZlNkx
462, 仁和小院西昌火盆烧烤(时光里店) ,2998,78,8.4,8.4,8.4, 13980921422 18010541167 , 观东一街666号华润时光4栋104号铺 ,https://www.dianping.com/shop/G5NNnvrog4kJ9jBg
463, 蜀串香厕所串串总店 ,3072,56,8.1,7.7,7.9,15828071001, 蜀汉街10号附1号 ,https://www.dianping.com/shop/l562jnwBTyT8ddf3
464, Kion暖暖面包屋(高新店) ,1277,29,8.1,8.1,8.2,19182165660, 桂溪街道富华北路335号 ,https://www.dianping.com/shop/k7oUW07rAj9ZOZuj
465, 牛宝贝养生黄牛肉(武侯立交桥店) ,655,78,8.4,8.3,8.3, 028-88146238 , 武侯大道顺江段27号附8号（武侯立交桥旁） ,https://www.dianping.com/shop/l5tuzpSQGkJ9snIa
466, 祥侬国鸡宴?青城樂道苑 ,4311,98,8.3,8.3,8.3,18030796633, 兴景路2-24号（青城山高铁站对面） ,https://www.dianping.com/shop/G2agR2YasGLx7LYm
467, 万重锦·人文川菜馆(骡马市店) ,3186,72,8.3,8.4,8.2, 028-62328865 , 顺城大街289号富力广场2号门1楼(上升街与顺城大街近、交汇处。 ,https://www.dianping.com/shop/iBs3pRZDA2rKCRkK
468, 悦百味·品质川菜(滨江店) ,2454,107,8.7,8.9,8.7, 028-83692266 028-83695566 , 杉板桥路龙湖滨江天街5楼17-18号 ,https://www.dianping.com/shop/H22n20oBBsnSEEBF
469, 成都瑞吉酒店·秀餐厅 ,4183,164,8.2,8.8,9, 028-62876666 028-62830655 , 太升南路88号成都瑞吉酒店4楼 ,https://www.dianping.com/shop/G2tTYQwrfdPNJWRG
470, 星鸿社重庆老火锅 ,6174,104,7.9,6.7,7,13618063002, 菽香里一巷36号 ,https://www.dianping.com/shop/k63OHjGSKbcAI6Ik
471, 赞酱川式烤肉(吾悦广场直营店) ,2902,72,8.8,8.4,9,19102865679, 桃都大道中段吾悦广场桃花里步行街（2号门200米处） ,https://www.dianping.com/shop/k1hIF14WyYEqRAOK
472, 马路边边串串香(339店) ,4909,81,8.2,8.2,8.2, 028-84380795 , 猛追湾街成都339购物中心A座一层145-148号 ,https://www.dianping.com/shop/ivQiTO2U01JMp4Zs
473, 麻辣空间·清油火锅(武侯祠店) ,8287,85,8.2,8.1,8.1, 028-85575500 , 通祠路39号一江城花2楼(近武侯祠) ,https://www.dianping.com/shop/HaIYZ0V7KgiSSc72
474, 遇见里烘焙·生日蛋糕(高新店) ,1464,123,8.9,8.8,8.9,18384190903, 高新区万象北路222号附322号（三楼） ,https://www.dianping.com/shop/H4Cpq0SjyOynj7mV
475, 大鸭梨烤鸭(天荟·万科广场店) ,6509,132,8.5,8.9,8.6, 028-67133366 028-67133388 , 杉板桥路万科天荟城市广场1栋1单元3楼 ,https://www.dianping.com/shop/HavMab2ravBuLBl7
476, 巴蜀大将火锅(春熙店) ,12650,95,8.7,8.5,8.7, 028-83378377 , 城守街88号 ,https://www.dianping.com/shop/k9wTniDFga7xjGOk
477, 天府掌柜(九眼桥店) ,10650,103,8.2,8.4,8.2, 028-65184599 , 锦官驿街1号水锦界8栋1号（香格里拉酒店旁） ,https://www.dianping.com/shop/l5ZINldwZHPuhwg2
478, TAVIE LAND塔未 ,4178,104,8.8,9.1,9, 19828427271 19828435251 , 日月大道一段1号外南侧 ,https://www.dianping.com/shop/G3Es3L8wH92RZPCe
479, 巷巷火锅 ,2229,95,8.1,7.8,7.9,18008038573, 北书院街与蓥华寺街交叉口南50米 ,https://www.dianping.com/shop/l6bmN022b0ua0t15
480, 斗牛潮汕牛肉火锅(宽窄巷子店) ,2044,88,8.4,8.1,8.2, 028-86639260 , 西二道街18号附18号 ,https://www.dianping.com/shop/jraAeTgZGaKRRk24
481, 不二山房 ,1413,120,7.8,8.3,8, 028-64295567 19150303710 , 天府新区新兴街道茅香村6组201号 ,https://www.dianping.com/shop/G1ylKZ4eZZiwATvs
482, 面包谷Grains n'Beans(桐梓林店) ,2274,35,8.1,8.3,8.2,17341313379, 桐梓林路6号（世纪锦苑西门对面，梓楠餐厅及肉集旁边，临街门面） ,https://www.dianping.com/shop/jmb1wGE28eusAj9j
483, 天星正源火锅(地勘路店) ,8409,102,8.3,8,8, 17788665136 17788665139 , 地勘路1号附48号 ,https://www.dianping.com/shop/E1Zsi2PNFE579duN
484, 盧匠日料 ,689,665,8.3,8.3,8.4, 028-61555575 , 锦烨路122号1层锦晖小学金融城校区东南门对面 ,https://www.dianping.com/shop/l1046JgKKtOSMdZp
485, COMMUNE幻师(川大店) ,2277,75,8.4,8.6,8.4, 028-66337176 17380439137 , 科华北路58号附一2栋2楼(沃尔玛超市往西20米) ,https://www.dianping.com/shop/G4cIpJlHT3BtHYMh
486, 集渔·泰式海鲜火锅(龙泉吾悦广场店) ,3412,125,8.3,8.4,8.3,19160398631, 桃都大道中段吾悦广场4楼4033-4034（近书房站D出口） ,https://www.dianping.com/shop/l1Q9Ph4nb5XBjDLU
487, 谦和清心素食(五大花园店) ,1273,22,8.6,8.4,8.5,19182262351, 晋吉东二街88号 ,https://www.dianping.com/shop/F5AQ9shO9zrRfd5q
488, 锦味鲜·六样菜 ,1073,58,8.4,8,8.2,13881764233, 翠柳湾支路8号 ,https://www.dianping.com/shop/k6aYhh2rz0irUPvS
489, 李记称盘牛杂串串(广福店) ,4570,87,8.3,8.1,8.2,13258276255, 广福路5号附42 ,https://www.dianping.com/shop/G9u10ZtuuYdHrfai
490, THE SENSE醒食(九眼桥店) ,5425,40,8.1,8.1,8.1, 028-86655747 , 宏济中路194号 ,https://www.dianping.com/shop/jC8sH7fT3obnRKmB
491, 蜀大侠火锅(天府三街店) ,8573,96,8.9,8.7,8.4, 028-83333189 , 天府三街新希望b座二楼(招商银行楼上) ,https://www.dianping.com/shop/k2K8fLbTQIep477g
492, 鱼桥巷·美学川菜 ,794,434,8.1,9,8.2, 028-87788800 18981997566 , 清江东路360号(峨影停车场旁)（鱼桥巷） ,https://www.dianping.com/shop/H3kBlaGfn28a2k6E
493, 吾福食肆烧肉酒场(双楠店) ,1735,107,8.1,8.1,8, 028-87058075 , 广福桥西街1号附51号 ,https://www.dianping.com/shop/la79oUh5OLAzDM8Z
494, kurokii黑酒(科华北路店) ,1354,48,8.3,8.5,8.4,18502802635, 锦苑巷16号（好又鲜水果店右侧） ,https://www.dianping.com/shop/G1sXdLpB0BWLd6Ea
495, 卤校长重庆火锅(银泰城店) ,3999,103,8.3,8.2,8.2, 028-83747400 , 吉泰六路181号一层 ,https://www.dianping.com/shop/H2ZWDvl6pI6sS4KW
496, 钢管厂五区小郡肝串串香(新华公园总店) ,8150,49,8.1,7.9,7.9, 028-84737756 17828193990 , 双林北支路335号（新华公园对面） ,https://www.dianping.com/shop/G56wD2ECEyNPp7cx
497, 陶记蛋烘糕·冰粉(武侯祠总店) ,1594,9,8.3,8,8.3,19130636590, 武侯祠大街180号附38号 ,https://www.dianping.com/shop/k9LItfhprnZqWCMS
498, 锦城印象火锅(高新德商国际店) ,4511,140,8.9,8.9,8.7, 028-65293388 028-86033399 , 益州大道北段913号德商国际B座1层1-3号 ,https://www.dianping.com/shop/G6ApmR1EHSFcsn1o
499, 谢彬肥肠鸡(春熙路店) ,12232,75,7.9,7.7,7.8,13666112421, 惜字宫南街3号1层 ,https://www.dianping.com/shop/k3uLQgOF8eqrI8yD
500, GOODSAUCE CAFE(滨江路店) ,773,41,8.2,8.4,8.3,17723443135, 滨江东路158附2号 ,https://www.dianping.com/shop/l8MwVm6FDge7HxcV
501, 大龙燚火锅(科华店) ,6161,91,8.8,8.5,8.8, 028-85210521 , 玉林街道科院街5号(近领事馆路棕北中学) ,https://www.dianping.com/shop/k9JYRTo8sEluOIRA
502, 渺秒海鲜大排档(金沙同盛店) ,1012,118,8,8,7.8, 028-86635358 15756660268 , 同盛路1层35、37号 ,https://www.dianping.com/shop/l7cHD9rFcUSVG2ak
503, 舌尖牧牛·潮汕牛肉(凯德广场店) ,1953,86,8.8,8.9,8.9, 028-87896300 , 泰山大道凯德乐视界购物商场4楼13号 ,https://www.dianping.com/shop/l3Bm4oSECz0I1bcf
504, 全福居老北京涮羊肉(华阳店) ,10232,99,8.3,8.1,8.2, 028-87427127 , 滨河路一段113-115号 ,https://www.dianping.com/shop/k6GfLcUrdccn0l4D
505, TwoFat汁味烧烤 ,844,93,7.9,7.3,7.5,15390030683, 凤溪大道中段104号 ,https://www.dianping.com/shop/H3zBORgw2fLJ7Xy2
506, 昊·来了寿司(双楠2店) ,3478,87,8.5,7.9,8.1, 18781510036 18228794484 , 逸霞街圣沅汇景新村2栋底商 ,https://www.dianping.com/shop/l4qmMWPKGVDDIuNZ
507, 巴蜀大将火锅(IFS店) ,6300,95,8.4,8.4,8.4, 028-65770088 , 红星路三段10号第一城B座3楼（ifs广场熊猫正对面） ,https://www.dianping.com/shop/l4mfdZ5Iui1wWDeA
508, 凉山好汉自助西昌烧烤(科华店) ,5446,77,8.2,8.1,8.1, 028-61323985 17711086596 , 跳伞塔街道科华北路60号科华沸城二楼（麦当劳楼上） ,https://www.dianping.com/shop/l5bhDnHRkiGcoqur
509, 孔干饭(红星路店) ,5122,60,8.6,8.4,8.6, 028-89993499 18380210387 , 星辉东路2号附1号兴顺花苑一层（红星路地铁D口出口） ,https://www.dianping.com/shop/k2Tl55zW72TyFl4I
510, 缘贡自贡菜·川菜馆(春熙路店) ,5729,67,8.8,8.5,8.5, 028-88610518 , 学道街87-1号（饕林餐厅左侧20米） ,https://www.dianping.com/shop/k5Yr6ppjc2Dmyibe
511, Pause Coffee Express(太古里店) ,1816,23,8.3,8.1,8.3,15228903226, 玉成街14号附6号（太古里停车场出入口旁巷口进） ,https://www.dianping.com/shop/l4n2igac5JaWe0wb
512, 清沐·美学概念私房餐厅(太古里店) ,2160,239,8.8,9.2,9.1, 15102887912 15196666807 , 东风路29号未来中心5楼（商场2号门观光电梯直达5楼餐厅） ,https://www.dianping.com/shop/H5McZEc6DTqj7bkq
513, 新疆艾力达达美味(马新路店) ,1731,60,8.3,7.4,7.7,18482354002, 马新路美丽点会所5号底商（金花地铁站C口对面） ,https://www.dianping.com/shop/l2hMiqpfSlXMoQup
514, 小融合1862(大丰店) ,2797,80,8.3,8.4,8.3, 4000281862 028-61791862 , 大丰街道互惠大道1-7号 ,https://www.dianping.com/shop/l1DO6QgwzcH9IF2b
515, 拈一筷子·宜宾江湖菜(总店) ,2344,110,8,8,7.8, 028-85511544 18683959284 , 碧云路126号 ,https://www.dianping.com/shop/l2SseymYYzoNhe86
516, 三浮冰事·舒芙蕾(较场坝店) ,3424,37,8.1,7.9,8,18328393753, 较场坝东街109号 ,https://www.dianping.com/shop/l7tlhVUwNoBaquK1
517, 正禾鲜·潮汕牛肉火锅(仁和新城店) ,5007,100,8.9,8.8,8.9, 028-63916787 , 高新区府城大道西段505号仁和新城5楼513号 ,https://www.dianping.com/shop/l8feKkkmXjqpiAmq
518, 私串居酒屋(大世界商业广场店) ,2365,155,8.1,8,8, 18121878151 028-87745085 , 紫竹北街85号家乐福大世界商业广场1层31号 ,https://www.dianping.com/shop/l8rqlr0JrohOVMyx
519, 千香引铁盘烤肉(贝新巷店) ,406,53,8.5,8,8.2,15928868876, 贝新巷47号 ,https://www.dianping.com/shop/k1zn7IEjR0el6Qug
520, 歆瑞源油卤串串(海椒市店) ,2972,57,8.2,7.6,8,18160036805, 海椒市东街35号 ,https://www.dianping.com/shop/G3XiJ1L3x2Ie8LDx
521, 岐余食堂(总店) ,5139,69,8.4,8.3,8.4, 18781904696 18228233070 , 玉成街14号（近马家巷） ,https://www.dianping.com/shop/G1aQ9zFOP3j0XGZI
522, 享月·汤皇(UPARK公园店) ,2145,151,9.1,9.1,9.2, 028-87332523 , 富华北路666号UPARK公园B栋2楼 ,https://www.dianping.com/shop/H3dqh3CxImoc8gIo
523, 刘仟万私房菜 ,1090,115,8.7,8.8,8.7, 028-87770839 , 万寿桥路清江雅舍b座14栋 ,https://www.dianping.com/shop/H4DUYQnR28hy4LDc
524, 蜗牛翻糖定制蛋糕SnailCake(宽窄巷子店) ,479,613,8.6,8.4,8.7,13550387737, 方池街22号附3号（人民公园地铁站D口步行440米） ,https://www.dianping.com/shop/GaKO3Af4MySLuP0k
525, 山城外·非遗酸菜鱼(春熙路群光广场店) ,2354,50,8.5,8.7,8.7, 028-65000196 , 春熙路群光广场8楼 ,https://www.dianping.com/shop/G98QgugHrhqnfRr5
526, 花醉·川小馆(成华公园店) ,4412,49,8.1,8.5,8.2,17708087733, 猛追湾滨河路178号（猛追湾游泳场东大门 ,https://www.dianping.com/shop/l6UcTI3RI0SLVFS4
527, 匠岳·王宝器麻椒鱼(全国总店) ,4876,69,8.7,8.3,8.2, 028-86032052 13258222589 , 晋吉北路112号（彩虹桥幼儿园对面） ,https://www.dianping.com/shop/lagLthrCeD8aV1W3
528, 苏坦土耳其西餐厅(玉林店) ,5411,116,8.2,8.5,8.4, 028-85554780 17340084963 , 芳华街25号附12号（HYGGE Life.来福旁） ,https://www.dianping.com/shop/H9873tZz1k6yTYFh
529, 解香·浣花(杜甫草堂店) ,1020,436,8.4,8.8,8.7, 028-87086601 17311311773 , 浣花滨河路47号（距宽窄巷子2.5公里）（杜甫草堂旁） ,https://www.dianping.com/shop/EN174RhpHdlbGMpu
530, 周记PASTRY新中式糕點(海椒市街店) ,2947,22,8,7.8,7.8,13688186529, 海椒市街12号附9号（公交车站背后） ,https://www.dianping.com/shop/H2peNYqn3dx83G6i
531, 玉锦花娇·新派川菜(339店) ,555,344,9,8.9,9.1,18881466477, 猛追湾横街188号玉锦湾商铺5栋5楼503（世茂玉锦湾2号门旁） ,https://www.dianping.com/shop/H6amdYnwIi61tDBE
532, 蜀香麻麻鱼·芋儿鸡(都江堰店) ,5648,68,8.7,8.2,8.4, 028-87272175 13408482511 , 莲花南路49号、51号（兰花村小区对面） ,https://www.dianping.com/shop/l1WofDegeNBNmVuU
533, 南堂馆·新川菜(春熙路店) ,4286,188,8.8,9.1,9, 028-87359979 , 人民南路二段1号仁恒置地广场购物中心1栋4层424A号 ,https://www.dianping.com/shop/ivNSWrNQHTVlr0W8
534, 老码头火锅(春熙店) ,9104,113,8.2,8.3,8.3, 028-86666920 028-86666159 , 红星路四段51号星城银座2层 ,https://www.dianping.com/shop/H1Z5i79hXw3n6HVI
535, 香菇秦肥肠(新华社区店) ,529,67,7.9,7.2,7.7,13281451704, 双林北支路新华社区北区29栋新鸿菜市场内 ,https://www.dianping.com/shop/l5Fuu8LpvFXCDflF
536, 烤匠麻辣烤鱼(伊藤店) ,4569,88,8.9,8.8,8.6, 028-65175101 15281821961 , 喜树街35号伊藤广场6楼L609号 ,https://www.dianping.com/shop/k7C5DPo2htUTP0hK
537, 道家秘制酸汤鱼(青城山总店) ,2249,67,8.4,8.2,8.4,13980470308, 青雨二巷9号 ,https://www.dianping.com/shop/la5td0VcmXNPDlY8
538, 饭团匠·料理小食堂(玉林店) ,2927,78,8.8,8.6,8.6,15928027878, 蓝草路34号 ,https://www.dianping.com/shop/G4xDWjqdCkx5dgNr
539, WONDER ICE 萬得冰田(建設店) ,7697,41,8,7.8,7.8, 028-83555160 13438481661 , 建设中路52号 ,https://www.dianping.com/shop/l5duBIRU50ZlniOl
540, 真鑫·硬派烧烤·烤羊腿(蜀都万达总店) ,2122,97,9.2,9.1,9.2, 13596319090 18181349976 , 檬柏西路137号 ,https://www.dianping.com/shop/G2GPELhJpNI4BQ10
541, 樂猪烤肉(成都合生汇店) ,4752,115,8.4,8.5,8.6, 028-82798622 , 光华大道三段1588号合生汇4楼L410 ,https://www.dianping.com/shop/laM2LAaI9IpBV1Dt
542, 椒香城门口老火锅(中航店) ,4377,96,8.5,8.3,8.3, 028-85150178 , 蜀锦路316号2楼 ,https://www.dianping.com/shop/EI7wU0EqR4Hz6Si7
543, 银芭·工作室 ,1911,321,8.2,8.4,8.3, 028-61078588 18030763161 , 湖畔路北段天府新区科学城天府菁蓉中心A区湖边商铺1013号 ,https://www.dianping.com/shop/k1WSQxI5c8qcUe2B
544, 春耕野菜馆(华阳店) ,1894,67,7.8,7.7,7.7, 028-85833583 , 滨河路一段139号 ,https://www.dianping.com/shop/G6JdA9NDWZU0reHI
545, 杰森小馆(宽窄巷子店) ,739,177,8.2,8.2,8.2,13818204776, 仁厚街23号附5号 ,https://www.dianping.com/shop/H2M2oLZIoGvYNPBg
546, B·HOUSE亲子烤肉自助餐厅·生日宴·围炉煮茶(三圣乡店) ,697,118,7.8,8.2,8,15328006267, 三圣街道红砂村联合一组37号（杜英路北） ,https://www.dianping.com/shop/H5YQPfUFYkswqKZM
547, LYFATTI 莱芙缇(一品天下店) ,3754,93,8.3,8.6,8.2, 028-87514567 , 一品天下大街399号居然之家1楼（近一品天下大街与安蓉路交叉口） ,https://www.dianping.com/shop/G4a2OhLFZBXvtxc8
548, 中介食所云南烧烤(玉林店) ,1849,97,8.2,8.2,8.2, 028-63075750 17708077768 , 超洋路17号 ,https://www.dianping.com/shop/H94Tc2jPGuCPpef4
549, 豪虾传·龙虾馆&烤鱼(春熙路太古里总店) ,5579,103,8.2,8.2,8.3, 028-86677317 , 东大街下东大街段36号郁金香花园广场2楼（近春熙路） ,https://www.dianping.com/shop/k87oSvhGgFt06beQ
550, 抿一嘴二孃鸡爪爪(奎星楼店) ,5939,49,7.9,7.6,7.7, 028-62109769 , 奎星楼街10号附1号 ,https://www.dianping.com/shop/kawU5juYu5kUeOyK
551, 胡桃里音乐餐酒馆·新派宴会·年会团建·派对场地租赁(文殊坊店) ,3846,121,8.1,8.4,8.1, 028-86911511 , 白云寺街29号 ,https://www.dianping.com/shop/E8AtDUlSx9Vw5wo1
552, 曼奈·肉桂厨房(宽窄巷子店) ,10443,70,8.5,8.3,8.5,19150287380, 吉祥街23号1层附5-6号 ,https://www.dianping.com/shop/H3k3GjVNOFCZqUO3
553, 小紅袍龙虾馆(桐梓林店) ,5668,120,8.2,8.3,8.2, 028-61511151 17358691125 , 新光路1号 ,https://www.dianping.com/shop/G9YlNKgsGbtAraxF
554, WHEAT&BAKER-麥(凯德来福士店) ,2807,42,8.2,8.2,8.2, 028-85599863 18180232661 , 人民南路四段3号来福士广场1层（1019号商铺旁边通道进入） ,https://www.dianping.com/shop/k6fOHgIMnkyYxdSa
555, 百姓百味民间拿手川菜(锦门店) ,1817,69,8.4,8.4,8.5, 028-83663311 , 承顺街17号锦门景区 ,https://www.dianping.com/shop/H51GMd3UeOVuKgS9
556, 柴门饭儿(成都太古里店) ,14293,129,8.1,8.3,8.1, 028-86759777 , 中纱帽街8号远洋太古里8栋中里1层1243b ,https://www.dianping.com/shop/EhxSg4qwr9e0PhTs
557, 刘大姐黄辣丁老字号(新津店) ,1432,85,9,8.4,8.8, 18981932576 18982036315 , 蔡湾街124-128号（飞行学院北行400米） ,https://www.dianping.com/shop/G8ym4F74Z8ck3cYI
558, 猪事顺利猪咖狗咖 ,897,55,8.1,8.2,8.5,15008218744, 广福桥巷6号附16号商铺 ,https://www.dianping.com/shop/G6HU8HPDaxLAKLja
559, 藏炭烧肉屋(天荟·万科广场店) ,3388,115,8.8,8.7,8.4, 028-83592216 19182172373 , 杉板桥路369号万科天荟1F-014 ,https://www.dianping.com/shop/la3m3a9OLqqohFXT
560, 凯菲厅·全日海鲜牛排自助餐厅(成都群光君悦酒店店) ,2947,248,8.5,9.1,9, 028-66661234 , 春熙路南段8号，成都群光君悦酒店15层（春熙路地铁站群光广场） ,https://www.dianping.com/shop/k1hXuqBSMl8JGscH
